fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.7,1.13,0.04,4.1,0.106,5.0,14.2,0.996855,3.59,0.55,10.5,3
8.9,0.89,0.25,3.2,0.149,5.0,15.0,0.998016,3.39,0.59,9.5,3
11.5,0.58,0.65,2.2,0.081,9.7,45.2,1.000719,3.24,0.57,9.0,3
9.0,0.78,0.29,2.1,0.137,11.8,30.9,0.998341,3.23,0.59,9.0,3
7.6,0.93,0.01,2.4,0.165,10.4,18.9,0.997061,3.41,0.5,10.5,3
7.4,1.15,0.01,4.4,0.095,4.8,14.0,0.996766,3.6,0.54,10.6,3
10.4,0.5,0.44,1.7,0.164,23.8,36.8,0.998699,3.3,0.78,9.4,3
7.8,0.93,0.12,2.1,0.063,18.8,48.8,0.997489,3.3,0.55,9.6,3
10.0,0.55,0.36,1.9,0.138,29.9,43.1,0.998074,3.42,0.81,10.0,3
7.4,0.91,0.04,5.2,0.082,3.7,13.3,0.99828,3.42,0.51,10.4,3
10.4,0.55,0.46,1.9,0.179,16.1,28.2,0.998988,3.24,0.72,9.0,3
7.3,0.79,0.07,1.3,0.247,15.4,30.8,0.995326,3.31,0.52,9.7,3
7.1,0.87,0.05,5.3,0.098,4.1,15.3,0.997797,3.39,0.52,10.2,3
9.3,0.67,0.34,1.8,0.22,8.3,19.9,0.997998,3.21,0.59,8.8,3
7.4,1.16,0.0,4.4,0.096,4.9,14.0,0.996708,3.61,0.54,10.7,3
8.1,1.08,0.12,3.9,0.093,5.9,19.9,0.997348,3.56,0.55,10.4,3
9.5,0.78,0.35,2.7,0.17,5.0,15.4,0.998577,3.3,0.6,9.1,3
6.8,0.82,0.0,1.6,0.252,14.9,27.8,0.994984,3.33,0.51,9.8,3
10.1,0.66,0.45,2.3,0.191,5.0,15.8,0.999162,3.2,0.62,8.6,3
7.3,0.98,0.05,2.1,0.064,19.9,48.7,0.997019,3.31,0.55,9.7,3
10.0,0.81,0.41,3.0,0.083,8.1,34.6,0.999228,3.39,0.56,9.6,3
10.0,0.73,0.43,2.2,0.069,13.7,47.7,0.99941,3.27,0.56,9.3,3
8.1,1.4,0.09,2.1,0.149,5.0,10.3,0.995629,3.44,0.44,10.4,3
7.6,1.15,0.02,4.1,0.1,6.5,15.8,0.996691,3.62,0.56,10.7,3
7.5,1.18,0.01,4.2,0.097,5.1,14.5,0.996659,3.62,0.54,10.7,3
8.1,1.16,0.02,3.1,0.097,5.8,10.5,0.997894,3.48,0.47,11.0,3
7.0,0.88,0.02,1.5,0.189,17.5,36.5,0.99559,3.32,0.53,9.8,3
8.2,1.03,0.02,3.5,0.085,5.9,11.3,0.998726,3.49,0.49,11.0,3
9.9,0.7,0.39,2.4,0.174,5.2,14.9,0.999293,3.23,0.6,9.0,3
7.0,0.85,0.03,3.7,0.164,8.7,20.6,0.996592,3.36,0.52,10.0,3
7.9,1.34,0.01,2.7,0.115,5.4,9.8,0.996525,3.49,0.44,10.9,3
10.5,0.61,0.51,2.1,0.188,5.5,18.9,0.999531,3.17,0.62,8.5,3
8.2,1.0,0.02,3.7,0.084,5.7,11.3,0.998827,3.47,0.49,10.9,3
6.9,0.84,0.02,3.4,0.176,9.6,21.6,0.99637,3.36,0.51,10.0,3
10.4,0.45,0.42,1.5,0.144,33.8,48.0,0.998306,3.38,0.86,9.9,3
7.8,1.11,0.01,3.9,0.091,5.5,12.6,0.997687,3.56,0.52,10.8,3
8.2,1.01,0.02,3.5,0.084,5.8,11.2,0.998873,3.48,0.49,11.0,3
7.3,1.0,0.04,2.4,0.065,18.2,44.8,0.996997,3.35,0.55,9.8,3
7.3,1.0,0.04,2.4,0.065,18.2,44.9,0.996997,3.35,0.55,9.8,3
7.0,0.87,0.02,1.5,0.195,17.4,36.0,0.995531,3.32,0.52,9.8,3
7.0,1.01,0.0,1.4,0.234,13.2,23.9,0.994723,3.37,0.48,10.1,3
8.8,0.72,0.27,1.6,0.187,13.5,36.5,0.997247,3.29,0.53,9.5,3
7.6,1.55,0.0,2.2,0.135,4.9,9.2,0.994886,3.5,0.4,10.9,3
10.0,0.73,0.43,2.2,0.069,13.7,47.7,0.999394,3.27,0.56,9.3,3
9.8,0.73,0.36,2.5,0.167,5.3,14.6,0.999263,3.25,0.59,9.1,3
7.5,1.16,0.0,4.1,0.095,5.1,13.6,0.996905,3.61,0.53,10.7,3
8.8,0.93,0.13,3.1,0.11,5.8,12.1,0.999027,3.41,0.52,10.4,3
7.1,0.88,0.05,5.6,0.082,3.1,13.9,0.998111,3.4,0.52,10.2,3
10.4,0.44,0.42,1.5,0.144,33.7,48.0,0.99835,3.38,0.86,9.9,3
10.3,0.62,0.48,2.1,0.196,5.5,17.0,0.999329,3.16,0.63,8.4,3
7.3,0.97,0.05,2.1,0.07,19.8,48.1,0.996949,3.31,0.55,9.7,3
11.1,0.61,0.59,2.1,0.095,10.7,45.0,1.000137,3.26,0.56,9.1,3
7.0,0.85,0.03,3.6,0.169,9.1,21.1,0.996488,3.36,0.52,10.0,3
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.998914,3.48,0.49,11.0,3
7.3,1.0,0.05,2.3,0.064,18.9,46.4,0.997017,3.33,0.55,9.8,3
10.9,0.6,0.57,2.1,0.144,7.2,29.8,1.000025,3.2,0.6,8.7,3
6.8,0.82,0.0,1.3,0.261,15.6,28.5,0.994813,3.32,0.51,9.8,3
7.1,1.01,0.0,2.8,0.178,10.2,21.2,0.995699,3.48,0.53,10.3,3
8.3,0.78,0.21,4.4,0.126,3.7,14.7,0.998569,3.31,0.56,9.5,3
7.4,1.12,0.02,3.6,0.086,9.6,24.6,0.996737,3.53,0.54,10.4,3
7.9,1.33,0.01,2.7,0.113,5.5,9.9,0.996651,3.49,0.44,10.9,3
7.4,1.11,0.02,3.4,0.084,10.6,27.0,0.996768,3.51,0.54,10.3,3
7.8,0.96,0.03,4.4,0.083,4.8,12.2,0.998571,3.45,0.5,10.7,3
10.4,0.59,0.48,2.0,0.195,7.9,19.2,0.999293,3.18,0.65,8.5,3
7.6,1.55,0.0,2.3,0.135,4.9,9.2,0.994911,3.5,0.41,10.9,3
7.8,1.42,0.01,2.5,0.122,5.3,9.6,0.995929,3.49,0.43,10.9,3
6.8,0.85,0.0,1.2,0.261,15.5,28.0,0.994712,3.33,0.5,9.9,3
7.7,1.12,0.05,4.0,0.108,5.0,14.2,0.996907,3.58,0.55,10.4,3
10.4,0.52,0.45,1.8,0.17,20.8,33.4,0.998812,3.28,0.76,9.2,3
7.4,1.31,0.02,3.5,0.116,4.2,10.9,0.996021,3.46,0.45,10.6,3
9.5,0.68,0.37,3.1,0.167,4.4,15.4,0.999034,3.23,0.6,8.9,3
8.7,0.94,0.11,3.2,0.106,5.8,11.9,0.99901,3.42,0.52,10.5,3
9.0,0.79,0.23,2.8,0.123,20.6,32.2,0.997522,3.5,0.71,10.3,3
9.3,0.7,0.27,2.5,0.128,23.8,36.0,0.997712,3.47,0.75,10.2,3
8.6,0.95,0.2,3.4,0.14,5.0,14.8,0.997766,3.43,0.58,9.7,3
11.2,0.6,0.61,2.1,0.089,10.5,45.6,1.000327,3.26,0.57,9.1,3
6.9,0.81,0.01,1.2,0.264,16.5,29.5,0.994802,3.32,0.52,9.8,3
10.4,0.45,0.41,1.5,0.144,33.8,48.0,0.998302,3.38,0.86,9.9,3
7.4,1.37,0.02,3.2,0.12,4.4,10.5,0.995762,3.47,0.44,10.7,3
9.0,0.69,0.25,1.8,0.106,27.5,48.5,0.997731,3.35,0.72,9.8,3
8.5,1.28,0.15,2.1,0.157,5.0,11.2,0.996196,3.39,0.47,10.1,3
7.5,0.78,0.09,1.4,0.255,14.0,26.6,0.995583,3.29,0.53,9.5,3
7.9,0.97,0.03,4.1,0.083,5.1,11.9,0.998655,3.45,0.5,10.7,3
7.6,0.78,0.11,1.4,0.236,15.0,31.9,0.9957,3.31,0.52,9.7,3
7.6,1.52,0.0,2.4,0.132,4.8,9.4,0.995056,3.49,0.41,10.8,3
8.1,1.08,0.12,3.9,0.093,5.9,19.9,0.997345,3.56,0.55,10.4,3
7.6,1.15,0.02,4.1,0.099,6.5,15.7,0.996686,3.62,0.56,10.7,3
10.7,0.48,0.49,1.7,0.126,27.4,47.7,0.999,3.34,0.78,9.7,3
8.7,1.21,0.19,2.1,0.161,5.0,11.7,0.996554,3.37,0.49,9.9,3
7.2,1.0,0.03,5.1,0.088,3.8,14.0,0.997461,3.5,0.53,10.4,3
7.0,0.79,0.03,1.2,0.259,17.2,30.3,0.994953,3.32,0.53,9.8,3
10.0,0.51,0.37,1.6,0.134,32.1,48.1,0.99815,3.37,0.82,9.9,3
8.3,1.03,0.02,3.4,0.085,6.0,11.1,0.998815,3.49,0.49,11.0,3
6.8,0.82,0.0,1.3,0.263,15.7,28.6,0.99476,3.33,0.51,9.8,3
9.6,0.76,0.31,2.6,0.156,5.4,14.1,0.999219,3.28,0.58,9.4,3
7.4,1.26,0.0,3.8,0.105,5.0,13.1,0.996251,3.61,0.51,10.7,3
6.9,0.81,0.01,1.2,0.265,15.9,29.2,0.994787,3.32,0.51,9.8,3
11.0,0.67,0.56,2.5,0.077,9.2,42.0,1.000168,3.31,0.57,9.3,3
7.9,1.35,0.01,2.6,0.115,5.4,9.8,0.996448,3.49,0.44,10.9,3
9.6,0.77,0.31,2.6,0.156,5.4,14.1,0.999217,3.28,0.58,9.4,3
8.4,1.01,0.03,3.4,0.087,6.0,11.2,0.998934,3.47,0.49,10.9,3
10.6,0.61,0.52,2.1,0.18,5.8,20.9,0.999621,3.17,0.62,8.5,3
10.6,0.61,0.52,2.1,0.18,5.8,21.0,0.999626,3.17,0.62,8.5,3
7.1,1.01,0.0,2.8,0.177,10.2,21.0,0.995714,3.48,0.53,10.3,3
8.9,0.7,0.29,1.7,0.228,9.6,21.4,0.997454,3.23,0.58,9.0,3
9.6,0.59,0.32,1.7,0.122,30.2,48.3,0.997973,3.36,0.78,9.8,3
10.3,0.63,0.46,2.2,0.193,5.1,15.7,0.999373,3.18,0.62,8.5,3
7.2,0.96,0.04,2.0,0.089,19.5,46.3,0.996733,3.31,0.54,9.7,3
7.5,1.45,0.01,2.8,0.127,4.6,9.9,0.995381,3.48,0.42,10.8,3
6.8,0.82,0.0,1.2,0.267,16.0,29.0,0.994711,3.32,0.51,9.8,3
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.998906,3.48,0.49,11.0,3
8.6,0.76,0.25,4.1,0.134,3.9,14.9,0.998667,3.29,0.57,9.4,3
7.6,0.73,0.1,1.3,0.239,20.2,33.4,0.995544,3.33,0.59,9.8,3
7.5,0.96,0.08,2.1,0.062,19.4,48.9,0.997257,3.31,0.55,9.7,3
7.2,0.98,0.04,5.2,0.09,3.3,13.2,0.997581,3.42,0.5,10.3,3
7.2,1.05,0.04,4.8,0.096,3.5,12.8,0.997259,3.42,0.49,10.4,3
8.0,1.27,0.01,2.8,0.108,5.5,10.1,0.997046,3.49,0.45,11.0,3
8.1,1.0,0.02,3.7,0.084,5.6,11.4,0.998812,3.47,0.49,10.9,3
7.3,0.86,0.07,5.5,0.087,3.1,14.1,0.998141,3.39,0.53,10.1,3
9.6,0.77,0.3,2.6,0.154,5.4,14.0,0.999211,3.29,0.57,9.4,3
7.4,0.91,0.04,5.2,0.082,3.7,13.3,0.998272,3.42,0.51,10.4,3
7.0,0.87,0.02,1.5,0.199,17.3,35.6,0.995478,3.32,0.52,9.8,3
8.6,0.73,0.25,1.6,0.193,13.7,35.9,0.997036,3.29,0.53,9.5,3
11.2,0.59,0.6,2.2,0.119,8.2,35.9,1.000299,3.22,0.59,8.8,3
6.8,0.82,0.01,1.7,0.246,14.5,27.3,0.995093,3.33,0.51,9.8,3
8.4,0.94,0.14,3.3,0.113,14.5,25.2,0.997165,3.55,0.65,10.4,3
8.9,0.7,0.24,1.8,0.105,27.3,48.5,0.997711,3.35,0.71,9.8,3
9.7,0.56,0.34,1.6,0.126,30.8,48.2,0.998031,3.36,0.79,9.9,3
7.0,0.85,0.03,3.5,0.171,9.2,21.2,0.996463,3.36,0.52,10.0,3
7.9,0.92,0.14,2.1,0.063,18.5,48.7,0.997604,3.3,0.55,9.6,3
11.1,0.52,0.55,1.9,0.106,20.8,47.4,0.999689,3.31,0.7,9.4,3
7.4,1.27,0.02,3.7,0.113,4.1,11.2,0.996218,3.46,0.45,10.6,3
7.4,1.23,0.0,4.0,0.102,5.0,13.4,0.996373,3.61,0.52,10.7,3
7.4,1.3,0.02,3.6,0.115,4.2,11.0,0.9961,3.46,0.45,10.6,3
7.3,0.89,0.05,5.4,0.082,3.4,13.6,0.998193,3.41,0.52,10.3,3
7.4,1.18,0.0,4.2,0.097,5.0,13.9,0.996667,3.63,0.54,10.7,3
7.4,1.28,0.0,3.7,0.107,5.0,12.8,0.996149,3.6,0.51,10.7,3
7.5,1.33,0.0,3.4,0.112,5.0,12.1,0.995901,3.58,0.49,10.8,3
8.9,0.9,0.16,3.0,0.118,5.7,12.5,0.999062,3.39,0.53,10.2,3
7.8,0.76,0.14,1.4,0.226,14.7,32.8,0.996007,3.31,0.52,9.6,3
7.3,0.89,0.05,5.4,0.082,3.4,13.6,0.998195,3.41,0.52,10.3,3
7.3,0.97,0.06,2.1,0.062,20.2,49.0,0.997068,3.31,0.55,9.7,3
7.1,0.92,0.03,1.8,0.133,18.6,42.0,0.99623,3.31,0.54,9.7,3
8.0,1.25,0.01,2.9,0.106,5.6,10.2,0.997214,3.49,0.45,11.0,3
7.5,1.34,0.0,3.4,0.113,5.0,12.0,0.995878,3.58,0.49,10.8,3
7.5,1.41,0.0,3.0,0.12,5.0,11.2,0.995565,3.56,0.46,10.8,3
10.5,0.61,0.51,2.1,0.188,5.5,19.0,0.999534,3.17,0.62,8.5,3
9.4,0.81,0.32,2.8,0.164,5.0,15.3,0.998425,3.32,0.6,9.2,3
8.9,0.7,0.24,1.8,0.104,27.2,48.5,0.997703,3.35,0.71,9.8,3
7.8,1.46,0.0,2.4,0.126,5.2,9.4,0.99566,3.5,0.42,10.9,3
8.5,0.77,0.2,1.9,0.094,25.6,48.6,0.997554,3.34,0.67,9.8,3
9.3,0.98,0.3,2.1,0.176,5.0,13.4,0.997646,3.29,0.54,9.3,3
7.7,0.91,0.1,2.0,0.073,21.9,48.9,0.997225,3.32,0.59,9.7,3
8.3,1.03,0.02,3.4,0.085,5.9,11.2,0.998803,3.49,0.49,11.0,3
7.6,0.84,0.11,5.2,0.099,3.3,14.3,0.998274,3.36,0.54,9.9,3
7.1,0.87,0.05,5.4,0.096,4.0,15.1,0.997833,3.39,0.52,10.2,3
7.2,1.2,0.0,1.7,0.201,10.4,18.8,0.994735,3.41,0.45,10.4,3
8.1,0.88,0.16,2.1,0.097,16.1,40.5,0.997657,3.27,0.57,9.4,3
8.0,1.28,0.01,2.8,0.108,5.5,10.1,0.99701,3.49,0.45,11.0,3
7.4,1.18,0.0,4.2,0.1,5.2,14.3,0.996562,3.62,0.54,10.7,3
8.9,0.71,0.24,1.8,0.104,27.1,48.5,0.997694,3.35,0.71,9.8,3
7.3,1.08,0.02,4.7,0.092,4.3,14.0,0.997087,3.55,0.53,10.5,3
7.0,0.88,0.02,1.5,0.191,17.5,36.3,0.995568,3.32,0.52,9.8,3
8.8,0.92,0.13,3.1,0.112,5.8,12.2,0.999035,3.4,0.52,10.4,3
8.2,1.06,0.02,3.3,0.088,5.9,10.8,0.998604,3.48,0.48,11.0,3
7.4,1.15,0.01,4.4,0.095,4.7,14.0,0.996791,3.6,0.54,10.6,3
10.0,0.73,0.43,2.1,0.192,5.0,15.1,0.998806,3.2,0.6,8.7,3
7.5,1.47,0.01,2.6,0.129,4.7,9.8,0.995264,3.48,0.42,10.8,3
7.3,1.13,0.0,3.8,0.121,6.5,16.1,0.996338,3.59,0.54,10.6,3
7.3,1.07,0.02,4.8,0.092,4.3,14.0,0.997132,3.55,0.53,10.5,3
7.4,1.26,0.0,3.9,0.104,5.0,13.1,0.996265,3.61,0.51,10.7,3
9.4,0.81,0.32,2.8,0.164,5.0,15.3,0.998432,3.32,0.6,9.2,3
7.2,0.95,0.04,5.3,0.088,3.2,13.5,0.997737,3.41,0.51,10.3,3
7.5,1.37,0.0,3.2,0.116,5.0,11.6,0.995728,3.57,0.47,10.8,3
7.0,0.94,0.0,2.2,0.21,12.3,24.0,0.995338,3.42,0.52,10.1,3
7.8,0.89,0.11,2.0,0.075,22.4,48.8,0.997269,3.32,0.6,9.7,3
8.1,1.05,0.02,3.6,0.086,5.8,11.6,0.998474,3.51,0.5,10.9,3
11.4,0.6,0.64,2.2,0.073,10.4,47.1,1.000647,3.25,0.57,9.0,3
7.2,0.95,0.04,1.9,0.096,19.3,45.6,0.996655,3.31,0.54,9.7,3
7.0,0.86,0.04,4.4,0.134,6.6,18.2,0.997141,3.38,0.52,10.1,3
7.2,1.0,0.04,5.1,0.092,3.4,13.1,0.997492,3.42,0.5,10.3,3
7.7,1.13,0.04,4.1,0.106,5.0,14.2,0.996848,3.59,0.55,10.5,3
7.1,0.87,0.04,5.2,0.104,4.6,15.8,0.997673,3.39,0.52,10.2,3
7.9,1.32,0.01,2.7,0.113,5.5,9.9,0.996677,3.49,0.44,10.9,3
9.8,0.55,0.34,1.6,0.128,31.1,48.2,0.998058,3.37,0.8,9.9,3
9.6,0.76,0.32,2.6,0.158,5.4,14.2,0.999225,3.28,0.58,9.3,3
7.1,0.9,0.03,1.7,0.163,18.0,39.1,0.995888,3.31,0.53,9.7,3
10.1,0.65,0.46,1.9,0.134,11.9,41.4,0.998915,3.27,0.55,9.2,3
7.5,0.96,0.07,2.1,0.062,19.6,48.9,0.997197,3.31,0.55,9.7,3
7.5,0.77,0.1,1.4,0.254,13.8,26.4,0.995651,3.29,0.53,9.5,3
8.6,0.73,0.25,1.6,0.195,13.8,35.7,0.996976,3.29,0.53,9.5,3
7.3,1.0,0.05,2.3,0.064,18.8,46.1,0.997013,3.34,0.55,9.8,3
7.5,1.16,0.0,4.1,0.095,5.1,13.6,0.996893,3.61,0.53,10.7,3
7.1,0.9,0.05,5.6,0.083,3.2,14.0,0.997963,3.42,0.52,10.2,3
10.2,0.65,0.46,2.2,0.194,5.0,15.9,0.999229,3.19,0.62,8.5,3
7.5,1.47,0.0,2.7,0.126,5.0,10.4,0.995269,3.54,0.44,10.8,3
8.2,1.13,0.02,3.1,0.094,5.8,10.6,0.998114,3.48,0.47,11.0,3
11.3,0.54,0.6,2.0,0.092,16.0,47.3,1.000176,3.28,0.64,9.2,3
7.5,1.44,0.0,1.9,0.161,7.0,12.7,0.994751,3.47,0.42,10.7,3
7.4,0.91,0.04,5.2,0.082,3.6,13.4,0.998256,3.42,0.51,10.4,3
8.4,0.78,0.19,1.9,0.092,25.2,48.6,0.99752,3.34,0.66,9.8,3
9.3,0.82,0.25,2.8,0.14,5.5,13.4,0.999153,3.32,0.56,9.7,3
8.9,0.83,0.28,2.1,0.066,16.2,48.2,0.998482,3.29,0.56,9.4,3
7.3,1.06,0.03,2.9,0.074,14.5,36.1,0.996884,3.43,0.55,10.1,3
7.5,1.37,0.0,3.3,0.116,5.0,11.7,0.995749,3.57,0.48,10.8,3
7.2,0.95,0.04,5.3,0.086,3.5,14.0,0.997706,3.46,0.53,10.3,3
7.6,1.55,0.0,2.2,0.135,4.9,9.2,0.994882,3.5,0.4,10.9,3
7.2,1.09,0.0,3.5,0.14,7.8,17.8,0.996123,3.55,0.53,10.5,3
7.0,0.86,0.04,4.4,0.135,6.7,18.3,0.997114,3.38,0.52,10.1,3
6.9,0.83,0.01,1.3,0.245,16.4,31.1,0.994955,3.32,0.51,9.8,3
7.0,0.85,0.03,3.5,0.172,9.3,21.3,0.996434,3.36,0.52,10.0,3
8.8,0.73,0.22,1.8,0.1,26.6,48.5,0.997644,3.34,0.7,9.8,3
8.2,1.0,0.02,3.6,0.084,5.7,11.3,0.99883,3.47,0.49,10.9,3
7.2,1.01,0.03,5.1,0.089,3.9,14.0,0.997418,3.5,0.53,10.4,3
8.9,0.73,0.28,3.8,0.145,4.1,15.1,0.998783,3.27,0.58,9.2,3
7.0,0.86,0.04,4.6,0.127,6.2,17.6,0.997263,3.38,0.52,10.1,3
7.2,1.09,0.0,3.4,0.143,8.0,18.0,0.996091,3.55,0.53,10.5,3
7.3,1.06,0.03,2.9,0.075,14.3,35.8,0.99688,3.43,0.55,10.1,3
6.8,0.82,0.0,1.2,0.263,16.1,29.4,0.994757,3.32,0.51,9.8,3
7.3,1.05,0.03,2.8,0.073,15.2,37.7,0.996905,3.41,0.55,10.0,3
6.9,0.85,0.01,1.4,0.223,16.8,33.2,0.995205,3.32,0.52,9.8,3
9.5,0.93,0.33,2.1,0.179,5.0,13.7,0.99788,3.27,0.55,9.2,3
7.8,1.12,0.06,4.0,0.109,5.0,14.2,0.996935,3.57,0.55,10.4,3
10.1,0.67,0.44,2.3,0.189,5.0,15.8,0.999093,3.21,0.62,8.7,3
7.5,1.35,0.0,3.4,0.113,5.0,12.0,0.995852,3.58,0.48,10.8,3
7.4,1.12,0.02,3.6,0.085,9.8,25.2,0.996744,3.53,0.54,10.4,3
7.2,0.94,0.04,5.4,0.085,3.4,14.0,0.997768,3.45,0.52,10.3,3
9.5,0.78,0.36,2.2,0.068,15.0,48.0,0.998931,3.28,0.56,9.3,3
7.1,0.9,0.05,5.6,0.083,3.2,14.0,0.997951,3.42,0.52,10.2,3
7.0,0.89,0.02,1.6,0.172,17.9,38.3,0.995793,3.32,0.53,9.8,3
9.2,1.01,0.29,2.1,0.174,5.0,13.1,0.997483,3.3,0.53,9.4,3
6.9,0.86,0.01,1.4,0.215,17.0,34.1,0.995306,3.32,0.52,9.8,3
10.4,0.51,0.45,1.8,0.169,21.5,34.2,0.998786,3.29,0.76,9.3,3
7.3,0.79,0.06,1.3,0.258,14.6,27.3,0.995308,3.3,0.53,9.6,3
7.2,1.08,0.0,3.4,0.145,8.1,18.3,0.996064,3.54,0.53,10.4,3
7.9,0.97,0.03,4.2,0.083,4.9,12.1,0.998615,3.45,0.5,10.7,3
7.7,1.13,0.01,3.9,0.092,5.4,12.9,0.997421,3.58,0.52,10.8,3
7.3,1.18,0.03,4.2,0.106,3.9,11.9,0.996655,3.44,0.47,10.5,3
7.7,1.13,0.01,3.9,0.092,5.4,12.9,0.997426,3.58,0.52,10.8,3
6.8,0.82,0.0,1.2,0.264,16.1,29.3,0.994742,3.32,0.51,9.8,3
11.1,0.52,0.57,1.9,0.102,19.5,47.4,0.999822,3.3,0.68,9.4,3
6.9,0.9,0.0,1.9,0.227,13.4,25.4,0.995158,3.39,0.52,10.0,3
6.9,0.85,0.0,1.5,0.25,14.9,27.5,0.994902,3.35,0.51,9.9,3
9.8,0.64,0.42,2.0,0.21,6.7,18.0,0.998683,3.18,0.61,8.6,3
7.9,0.81,0.16,4.8,0.111,3.5,14.5,0.998405,3.34,0.55,9.8,3
7.6,0.83,0.12,5.1,0.101,3.3,14.3,0.998292,3.36,0.54,9.9,3
10.8,0.69,0.54,2.6,0.078,9.1,40.8,1.000016,3.32,0.56,9.3,3
8.0,0.98,0.03,4.1,0.083,5.1,11.9,0.998681,3.46,0.5,10.8,3
9.8,0.66,0.41,2.7,0.18,4.7,15.7,0.999171,3.2,0.61,8.7,3
7.4,0.85,0.1,5.3,0.094,3.2,14.2,0.998216,3.38,0.53,10.0,3
7.5,0.95,0.09,2.1,0.072,18.8,46.4,0.997239,3.3,0.56,9.6,3
8.7,0.71,0.26,1.7,0.232,10.2,22.2,0.99717,3.24,0.57,9.1,3
8.9,0.69,0.29,1.7,0.227,9.5,21.3,0.997475,3.23,0.58,9.0,3
6.8,0.82,0.0,1.2,0.263,16.1,29.4,0.994751,3.32,0.51,9.8,3
10.2,0.66,0.44,2.2,0.187,5.1,15.4,0.999346,3.2,0.61,8.7,3
7.1,0.91,0.03,1.7,0.143,18.4,41.0,0.996119,3.31,0.53,9.7,3
6.8,0.84,0.0,1.2,0.263,15.7,28.4,0.994712,3.33,0.51,9.8,3
7.6,1.53,0.0,2.4,0.132,5.0,9.7,0.995007,3.52,0.42,10.9,3
9.9,0.79,0.4,2.1,0.188,5.0,14.7,0.998551,3.22,0.59,8.9,3
7.3,1.03,0.04,2.7,0.07,16.1,40.0,0.996934,3.39,0.55,10.0,3
7.6,1.16,0.0,4.1,0.095,5.2,13.5,0.996996,3.6,0.53,10.8,3
10.8,0.6,0.55,2.1,0.158,6.7,26.3,0.999864,3.19,0.61,8.6,3
8.4,0.99,0.05,3.3,0.092,5.9,11.4,0.998954,3.46,0.5,10.8,3
8.4,0.72,0.22,1.6,0.237,11.1,23.2,0.996789,3.25,0.56,9.2,3
8.8,1.16,0.21,2.1,0.164,5.0,12.0,0.996748,3.35,0.5,9.8,3
8.1,1.18,0.01,3.0,0.099,5.7,10.4,0.997755,3.49,0.46,11.0,3
7.4,1.14,0.01,3.8,0.089,8.5,22.1,0.996704,3.56,0.54,10.5,3
10.8,0.65,0.55,2.2,0.072,11.9,47.4,1.000099,3.26,0.57,9.1,3
7.5,0.92,0.04,5.0,0.083,4.0,13.0,0.998352,3.43,0.51,10.5,3
6.9,0.84,0.02,3.1,0.188,10.5,22.6,0.996144,3.35,0.51,10.0,3
9.0,1.1,0.24,2.1,0.168,5.0,12.4,0.997045,3.33,0.51,9.7,3
8.3,0.88,0.2,2.1,0.064,17.6,48.5,0.997959,3.3,0.55,9.5,3
7.3,1.0,0.04,2.3,0.065,18.3,45.0,0.996998,3.35,0.55,9.8,3
7.0,0.88,0.02,1.6,0.187,17.6,36.8,0.995621,3.32,0.53,9.8,3
7.8,0.76,0.14,1.5,0.248,12.8,25.2,0.996064,3.27,0.54,9.4,3
9.1,0.67,0.27,1.8,0.11,28.1,48.4,0.997788,3.35,0.73,9.8,3
7.5,0.78,0.1,1.4,0.237,15.1,31.8,0.99565,3.31,0.52,9.7,3
7.1,0.9,0.03,1.7,0.16,18.1,39.4,0.995924,3.31,0.53,9.7,3
7.3,1.2,0.03,4.0,0.108,3.9,11.7,0.996528,3.45,0.46,10.5,3
7.6,1.16,0.03,4.1,0.102,5.0,14.1,0.996745,3.61,0.54,10.6,3
7.0,0.87,0.02,1.5,0.198,17.3,35.7,0.995498,3.32,0.52,9.8,3
11.0,0.61,0.57,2.1,0.1,10.8,44.6,0.999981,3.26,0.56,9.1,3
7.6,0.95,0.09,2.1,0.062,19.4,48.9,0.997288,3.31,0.55,9.7,3
7.1,0.88,0.05,5.7,0.083,3.0,13.9,0.998047,3.4,0.52,10.2,3
7.0,0.86,0.03,4.2,0.142,7.2,18.8,0.996994,3.37,0.52,10.1,3
7.0,0.86,0.04,4.8,0.117,5.5,16.9,0.997439,3.38,0.52,10.1,3
8.1,0.84,0.14,1.9,0.082,23.6,48.7,0.997373,3.33,0.63,9.8,3
7.2,1.07,0.0,3.3,0.151,8.5,18.8,0.995998,3.53,0.53,10.4,3
10.4,0.64,0.5,2.0,0.12,11.4,42.7,0.99934,3.27,0.56,9.2,3
7.5,1.34,0.0,3.4,0.113,5.0,12.0,0.995856,3.58,0.48,10.8,3
8.8,0.73,0.28,3.8,0.144,4.1,15.1,0.998778,3.27,0.58,9.2,3
9.6,0.68,0.39,1.8,0.153,12.5,39.6,0.998292,3.28,0.55,9.3,3
7.5,1.44,0.0,2.9,0.123,5.0,10.7,0.995402,3.55,0.45,10.8,3
7.6,1.14,0.03,4.1,0.104,5.0,14.1,0.996797,3.6,0.55,10.5,3
8.1,1.05,0.02,3.5,0.086,5.8,11.5,0.998527,3.51,0.5,10.9,3
6.8,0.82,0.0,1.4,0.261,15.5,28.5,0.994828,3.32,0.51,9.8,3
